PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36912998","Comparison of American and European guidelines for cardio-oncology of heart failure","Chen JZ, Liang B.","Heart Fail Rev. 2023 Sep;28(5):1211-1220. doi: 10.1007/s10741-023-10304-7. Epub 2023 Mar 13.","Chen JZ","Heart Fail Rev","2023","2023/03/13","","","10.1007/s10741-023-10304-7"
"37074565","Congestion and Use of Diuretics in Heart Failure and Cardiomyopathies: a Practical Guide","Khan J, Graham FJ, Masini G, Iaconelli A, Friday JM, Lang CC, Pellicori P.","Curr Cardiol Rep. 2023 May;25(5):411-420. doi: 10.1007/s11886-023-01865-y. Epub 2023 Apr 19.","Khan J","Curr Cardiol Rep","2023","2023/04/19","","","10.1007/s11886-023-01865-y"
"36802008","Sex Differences in Acute Heart Failure Management: Is There a Gap in Treatment Quality?","Collado-Lledó E, de la Cuerda F, Ariza-Solé A.","Curr Heart Fail Rep. 2023 Apr;20(2):121-128. doi: 10.1007/s11897-023-00593-2. Epub 2023 Feb 18.","Collado-Lledó E","Curr Heart Fail Rep","2023","2023/02/21","","","10.1007/s11897-023-00593-2"
"35843489","The Intersection Between Heart Failure and Critical Care Cardiology: An International Perspective on Structure, Staffing, and Design Considerations","Sinha SS, Bohula EA, Diepen SV, Leonardi S, Mebazaa A, Proudfoot AG, Sionis A, Chia YW, Zampieri FG, Lopes RD, Katz JN.","J Card Fail. 2022 Dec;28(12):1703-1716. doi: 10.1016/j.cardfail.2022.06.007. Epub 2022 Jul 14.","Sinha SS","J Card Fail","2022","2022/07/17","","","10.1016/j.cardfail.2022.06.007"
"36517512","Genetic architecture of heart failure with preserved versus reduced ejection fraction","Joseph J, Liu C, Hui Q, Aragam K, Wang Z, Charest B, Huffman JE, Keaton JM, Edwards TL, Demissie S, Djousse L, Casas JP, Gaziano JM, Cho K, Wilson PWF, Phillips LS; VA Million Veteran Program; O'Donnell CJ, Sun YV.","Nat Commun. 2022 Dec 14;13(1):7753. doi: 10.1038/s41467-022-35323-0.","Joseph J","Nat Commun","2022","2022/12/14","PMC9751124","","10.1038/s41467-022-35323-0"
"37067056","Management of Heart Failure in Patients With Diabetes Mellitus in the UAE: A Call to Action","Sabbour H, Ahmad A.","J Cardiovasc Pharmacol Ther. 2023 Jan-Dec;28:10742484231162248. doi: 10.1177/10742484231162248.","Sabbour H","J Cardiovasc Pharmacol Ther","2023","2023/04/17","","","10.1177/10742484231162248"
"36055437","Reporting and Definition of Kidney Death in Heart Failure Clinical Trials","Khan MS, Shahid I, Butler J.","Curr Probl Cardiol. 2022 Dec;47(12):101382. doi: 10.1016/j.cpcardiol.2022.101382. Epub 2022 Aug 30.","Khan MS","Curr Probl Cardiol","2022","2022/09/02","","","10.1016/j.cpcardiol.2022.101382"
"37229640","The Arrhythmogenicity of Sotalol and its Role in Heart Failure: A Literature Review","Augustin N, Alvarez C, Kluger J.","J Cardiovasc Pharmacol. 2023 Aug 1;82(2):86-92. doi: 10.1097/FJC.0000000000001439.","Augustin N","J Cardiovasc Pharmacol","2023","2023/05/25","","","10.1097/FJC.0000000000001439"
"36073647","Heart Failure Strategically Focused Research Network: Summary of Results and Future Directions","Felker GM, Buttrick P, Rosenzweig A, Abel ED, Allen LA, Bristow M, Das S, DeVore AD, Drakos SG, Fang JC, Freedman JE, Hernandez AF, Li DY, McKinsey TA, Newton-Cheh C, Rogers JG, Shah RV, Shah SH, Stehlik J, Selzman CH.","J Am Heart Assoc. 2022 Sep 20;11(18):e025517. doi: 10.1161/JAHA.122.025517. Epub 2022 Sep 8.","Felker GM","J Am Heart Assoc","2022","2022/09/08","PMC9683647","","10.1161/JAHA.122.025517"
"37230645","Primary Mitral Regurgitation and Heart Failure: Current Advances in Diagnosis and Management","Slostad B, Ayuba G, Puthumana JJ.","Heart Fail Clin. 2023 Jul;19(3):297-305. doi: 10.1016/j.hfc.2023.02.006. Epub 2023 Apr 4.","Slostad B","Heart Fail Clin","2023","2023/05/25","","","10.1016/j.hfc.2023.02.006"
"36729606","Innovations in medical therapy of heart failure with reduced ejection fraction","Mercurio V, Ambrosio G, Correale M, Dini FL, Ghio S, Nodari S, Palazzuoli A, Ruocco G, Pedrinelli R, Mercuro G, Filardi PP, Indolfi C, Agostoni P, Tocchetti CG, Paolillo S.","J Cardiovasc Med (Hagerstown). 2023 Apr 1;24(Suppl 1):e47-e54. doi: 10.2459/JCM.0000000000001413. Epub 2022 Dec 15.","Mercurio V","J Cardiovasc Med (Hagerstown)","2023","2023/02/02","","","10.2459/JCM.0000000000001413"
"36547867","Neuropsychiatric disorders in patients with heart failure: not to be ignored","Manolis TA, Manolis AA, Melita H, Manolis AS.","Heart Fail Rev. 2023 Jul;28(4):821-858. doi: 10.1007/s10741-022-10290-2. Epub 2022 Dec 22.","Manolis TA","Heart Fail Rev","2023","2022/12/22","","","10.1007/s10741-022-10290-2"
"36525668","Rethinking heart failure: patient classification and treatment","Clark DL, Desai NR, Owens GM, Stemple CA.","Am J Manag Care. 2022 Nov;28(14 Suppl):S255-S267. doi: 10.37765/ajmc.2022.89272.","Clark DL","Am J Manag Care","2022","2022/12/16","","","10.37765/ajmc.2022.89272"
"36927985","Adverse pregnancy outcomes and future risk of heart failure","Pabón MA, Misra A, Honigberg MC.","Curr Opin Cardiol. 2023 May 1;38(3):215-222. doi: 10.1097/HCO.0000000000001035. Epub 2023 Mar 1.","Pabón MA","Curr Opin Cardiol","2023","2023/03/17","PMC10079602","NIHMS1884079","10.1097/HCO.0000000000001035"
"36919317","[Dyspnea and Right Heart Failure]","Lunk D, Brüllmann G, Huber LC, Arrigo M.","Praxis (Bern 1994). 2023;112(4):226-230. doi: 10.1024/1661-8157/a004012.","Lunk D","Praxis (Bern 1994)","2023","2023/03/15","","","10.1024/1661-8157/a004012"
"37137386","Iron Deficiency in Heart Failure: A Scientific Statement from the Heart Failure Society of America","Beavers CJ, Ambrosy AP, Butler J, Davidson BT, Gale SE, Piña IL, Mastoris I, Reza N, Mentz RJ, Lewis GD.","J Card Fail. 2023 Jul;29(7):1059-1077. doi: 10.1016/j.cardfail.2023.03.025. Epub 2023 May 1.","Beavers CJ","J Card Fail","2023","2023/05/03","","","10.1016/j.cardfail.2023.03.025"
"37394965","An overview of chronic heart failure","Shrestha J, Done S.","Nurs Stand. 2023 Aug 2;38(8):43-49. doi: 10.7748/ns.2023.e12049. Epub 2023 Jul 3.","Shrestha J","Nurs Stand","2023","2023/07/03","","","10.7748/ns.2023.e12049"
"37241180","Depression in Heart Failure with Reduced Ejection Fraction, an Undervalued Comorbidity: An Up-To-Date Review","Basile C, Parlati ALM, Paolillo S, Marzano F, Nardi E, Chirico A, Buonocore D, Colella A, Fontanarosa S, Cotticelli C, Marchesi A, Rodolico D, Dellegrottaglie S, Gargiulo P, Prastaro M, Perrone-Filardi P, Montisci R.","Medicina (Kaunas). 2023 May 15;59(5):948. doi: 10.3390/medicina59050948.","Basile C","Medicina (Kaunas)","2023","2023/05/27","PMC10224073","","10.3390/medicina59050948"
"35691480","Do PRO Measures Function the Same Way for all Individuals With Heart Failure?","Coles TM, Lin L, Weinfurt K, Reeve BB, Spertus JA, Mentz RJ, Piña IL, Bocell FD, Tarver ME, Henke DM, Saha A, Caldwell B, Spring S.","J Card Fail. 2023 Feb;29(2):210-216. doi: 10.1016/j.cardfail.2022.05.017. Epub 2022 Jun 9.","Coles TM","J Card Fail","2023","2022/06/12","","","10.1016/j.cardfail.2022.05.017"
"37532426","Management of Worsening Heart Failure With Reduced Ejection Fraction: JACC Focus Seminar 3/3","Greene SJ, Bauersachs J, Brugts JJ, Ezekowitz JA, Filippatos G, Gustafsson F, Lam CSP, Lund LH, Mentz RJ, Pieske B, Ponikowski P, Senni M, Skopicki N, Voors AA, Zannad F, Zieroth S, Butler J.","J Am Coll Cardiol. 2023 Aug 8;82(6):559-571. doi: 10.1016/j.jacc.2023.04.057.","Greene SJ","J Am Coll Cardiol","2023","2023/08/02","","","10.1016/j.jacc.2023.04.057"
"37230646","Secondary Mitral Regurgitation and Heart Failure: Current Advances in Diagnosis and Management","Gerçek M, Narang A, Puthumana JJ, Davidson CJ, Rudolph V.","Heart Fail Clin. 2023 Jul;19(3):307-315. doi: 10.1016/j.hfc.2023.02.010. Epub 2023 Apr 4.","Gerçek M","Heart Fail Clin","2023","2023/05/25","","","10.1016/j.hfc.2023.02.010"
"37334396","Decentralized Heart Failure Management in Neno, Malawi","Mailosi BGD, Ruderman T, Klassen SL, Kachimanga C, Aron MB, Boti M, Kumwenda K, Bukhman G, Muula AS, Banda NPK, Kwan GF.","Glob Heart. 2023 Jun 16;18(1):35. doi: 10.5334/gh.1210. eCollection 2023.","Mailosi BGD","Glob Heart","2023","2023/06/19","PMC10275181","","10.5334/gh.1210"
"36773950","Remote Monitoring in Heart Failure patients: A Systemic Review and Meta-analysis","Javaid SS, Khan MU, Paryani NS, Ansari SA, Mohiuddin N, Merza N, Ehsan N, Waheed ST, Saleem MS, Tahir HB, Moiz MA, Siddiqi TJ.","Curr Probl Cardiol. 2023 Jun;48(6):101635. doi: 10.1016/j.cpcardiol.2023.101635. Epub 2023 Feb 10.","Javaid SS","Curr Probl Cardiol","2023","2023/02/11","","","10.1016/j.cpcardiol.2023.101635"
"37011555","A State-of-the-Art Review on Sleep Apnea Syndrome and Heart Failure","Piccirillo F, Crispino SP, Buzzelli L, Segreti A, Incalzi RA, Grigioni F.","Am J Cardiol. 2023 May 15;195:57-69. doi: 10.1016/j.amjcard.2023.02.020. Epub 2023 Apr 1.","Piccirillo F","Am J Cardiol","2023","2023/04/03","","","10.1016/j.amjcard.2023.02.020"
"36210127","Epidemiology, Diagnosis, Pathophysiology, and Initial Approach to Heart Failure with Preserved Ejection Fraction","Anderson T, Hummel SL, Konerman MC.","Cardiol Clin. 2022 Nov;40(4):397-413. doi: 10.1016/j.ccl.2022.07.001.","Anderson T","Cardiol Clin","2022","2022/10/09","","","10.1016/j.ccl.2022.07.001"
"37086246","The Lure of Cardiac Metabolism in the Diagnosis, Prevention, and Treatment of Heart Failure","Rodolico D, Schiattarella GG, Taegtmeyer H.","JACC Heart Fail. 2023 Jun;11(6):637-645. doi: 10.1016/j.jchf.2023.02.007. Epub 2023 Apr 19.","Rodolico D","JACC Heart Fail","2023","2023/04/22","","","10.1016/j.jchf.2023.02.007"
"35349243","Implantable Cardiovascular Devices: Current and Emerging Technologies for Remote Heart Failure Monitoring","Gill J.","Cardiol Rev. 2023 May-Jun 01;31(3):128-138. doi: 10.1097/CRD.0000000000000432. Epub 2022 Jan 21.","Gill J","Cardiol Rev","2023","2022/03/29","","","10.1097/CRD.0000000000000432"
"37230649","Valvular Regurgitation in Adults with Congenital Heart Disease and Heart Failure: Current Status and Potential Interventions","Misra A, Desai AS, Valente AM.","Heart Fail Clin. 2023 Jul;19(3):345-356. doi: 10.1016/j.hfc.2023.02.004. Epub 2023 Apr 4.","Misra A","Heart Fail Clin","2023","2023/05/25","","","10.1016/j.hfc.2023.02.004"
"36593370","Cognitive impairment in patients with heart failure: molecular mechanism and therapy","Wu Y, Chen L, Zhong F, Zhou K, Lu C, Cheng X, Wang S.","Heart Fail Rev. 2023 Jul;28(4):807-820. doi: 10.1007/s10741-022-10289-9. Epub 2023 Jan 3.","Wu Y","Heart Fail Rev","2023","2023/01/02","","","10.1007/s10741-022-10289-9"
"35899916","The role of multimodality imaging in the selection for implantable cardioverter-defibrillators in heart failure: A narrative review","Velcea AE, Mihaila Baldea S, Nicula AI, Vinereanu D.","J Clin Ultrasound. 2022 Oct;50(8):1066-1072. doi: 10.1002/jcu.23281. Epub 2022 Jul 28.","Velcea AE","J Clin Ultrasound","2022","2022/07/28","","","10.1002/jcu.23281"
"37681877","Extracellular Vesicle MicroRNAs in Heart Failure: Pathophysiological Mediators and Therapeutic Targets","Tian C, Ziegler JN, Zucker IH.","Cells. 2023 Aug 25;12(17):2145. doi: 10.3390/cells12172145.","Tian C","Cells","2023","2023/09/08","PMC10486980","","10.3390/cells12172145"
"34734359","Use of disease-modifying drugs in diabetic patients with heart failure with reduced ejection fraction","Masarone D, Pacileo R, Pacileo G.","Heart Fail Rev. 2023 May;28(3):657-665. doi: 10.1007/s10741-021-10189-4. Epub 2021 Nov 3.","Masarone D","Heart Fail Rev","2023","2021/11/04","","","10.1007/s10741-021-10189-4"
"35358882","[Remote psychological intervention for the treatment of depression heart failure]","Silva-Ruz C, Ruiz-Acacio EA, Pineda-Flores C, Landa-Ramírez E.","Arch Cardiol Mex. 2022 Oct 21;92(4):502-512. doi: 10.24875/ACM.21000248.","Silva-Ruz C","Arch Cardiol Mex","2022","2022/03/31","PMC9681518","","10.24875/ACM.21000248"
"36655650","The applications of Wearable Cardioverter Defibrillators in Heart Failure and beyond","Rocco E, Angelini A, Simeone B, Grimaldi MC, Pinnacchio G, Narducci ML, Pelargonio G.","Clin Ter. 2023 Jan-Feb;174(1):85-92. doi: 10.7417/CT.2023.2502.","Rocco E","Clin Ter","2023","2023/01/19","","","10.7417/CT.2023.2502"
"36332942","Development of algorithms for determining heart failure with reduced and preserved ejection fraction using nationwide electronic healthcare records in the UK","Sundaram V, Zakeri R, Witte KK, Quint JK.","Open Heart. 2022 Nov;9(2):e002142. doi: 10.1136/openhrt-2022-002142.","Sundaram V","Open Heart","2022","2022/11/04","PMC9639145","","10.1136/openhrt-2022-002142"
"36343840","Descriptive Epidemiology of Chronic Obstructive Pulmonary Disease in US Nursing Home Residents With Heart Failure","Osundolire S, Goldberg RJ, Lapane KL.","Curr Probl Cardiol. 2023 Feb;48(2):101484. doi: 10.1016/j.cpcardiol.2022.101484. Epub 2022 Nov 4.","Osundolire S","Curr Probl Cardiol","2023","2022/11/07","PMC9849011","NIHMS1855812","10.1016/j.cpcardiol.2022.101484"
"36233177","Targeting Epigenetic Regulation of Cardiomyocytes through Development for Therapeutic Cardiac Regeneration after Heart Failure","Kraus L.","Int J Mol Sci. 2022 Oct 6;23(19):11878. doi: 10.3390/ijms231911878.","Kraus L","Int J Mol Sci","2022","2022/10/14","PMC9569953","","10.3390/ijms231911878"
"37680097","Optimization of guideline-directed medical treatment for heart failure patients with reduced ejection fraction","Bak M, Choi JO.","Korean J Intern Med. 2023 Sep;38(5):595-606. doi: 10.3904/kjim.2023.223. Epub 2023 Sep 1.","Bak M","Korean J Intern Med","2023","2023/09/08","PMC10493440","","10.3904/kjim.2023.223"
"35649474","Current Emergency Department Disposition of Patients With Acute Heart Failure: An Opportunity for Improvement","Sax DR, Mark DG, Rana JS, Reed ME, Lindenfeld J, Stevenson LW, Storrow AB, Butler J, Pang PS, Collins SP.","J Card Fail. 2022 Oct;28(10):1545-1559. doi: 10.1016/j.cardfail.2022.05.006. Epub 2022 May 29.","Sax DR","J Card Fail","2022","2022/06/01","","","10.1016/j.cardfail.2022.05.006"
"37258098","A narrative review of heart failure with preserved ejection fraction in breast cancer survivors","Yogeswaran V, Wadden E, Szewczyk W, Barac A, Simon MS, Eaton C, Cheng RK, Reding KW.","Heart. 2023 Jul 27;109(16):1202-1207. doi: 10.1136/heartjnl-2022-321859.","Yogeswaran V","Heart","2023","2023/05/31","","","10.1136/heartjnl-2022-321859"
"36682772","Linkage of Left Atrial Function to Heart Failure with Preserved Ejection Fraction","Zheng R, Kusunose K.","Int Heart J. 2023 Mar 31;64(1):4-9. doi: 10.1536/ihj.22-659. Epub 2023 Jan 23.","Zheng R","Int Heart J","2023","2023/01/22","","","10.1536/ihj.22-659"
"35881280","Functional and Metabolic Imaging in Heart Failure with Preserved Ejection Fraction: Promises, Challenges, and Clinical Utility","Burrage MK, Lewis AJ, Miller JJJ.","Cardiovasc Drugs Ther. 2023 Apr;37(2):379-399. doi: 10.1007/s10557-022-07355-7. Epub 2022 Jul 26.","Burrage MK","Cardiovasc Drugs Ther","2023","2022/07/26","PMC10014679","","10.1007/s10557-022-07355-7"
"36069110","Sex-based differences in referral of heart failure patients to outpatient clinics: a scoping review","Chan E, Rooprai J, Rodger J, Visintini S, Rodger N, Philip S, Mielniczuk L, Sun LY.","ESC Heart Fail. 2022 Dec;9(6):3702-3712. doi: 10.1002/ehf2.14143. Epub 2022 Sep 7.","Chan E","ESC Heart Fail","2022","2022/09/07","PMC9773741","","10.1002/ehf2.14143"
"36363528","Iron Deficiency in Patients with Advanced Heart Failure","Bakosova M, Krejci J, Godava J, Ozabalova E, Poloczkova H, Honek T, Hude P, Machal J, Bedanova H, Nemec P, Spinarova L.","Medicina (Kaunas). 2022 Oct 31;58(11):1569. doi: 10.3390/medicina58111569.","Bakosova M","Medicina (Kaunas)","2022","2022/11/11","PMC9697608","","10.3390/medicina58111569"
"35067834","An update on diabetes spectrum in heart failure: current evidence and potential therapeutic applications","Palazzuoli A, Savarese G.","Heart Fail Rev. 2023 May;28(3):573-575. doi: 10.1007/s10741-021-10202-w. Epub 2022 Jan 24.","Palazzuoli A","Heart Fail Rev","2023","2022/01/24","","","10.1007/s10741-021-10202-w"
"36536991","Mechanisms of current therapeutic strategies for heart failure: more questions than answers?","Khan MS, Shahid I, Greene SJ, Mentz RJ, DeVore AD, Butler J.","Cardiovasc Res. 2023 Feb 3;118(18):3467-3481. doi: 10.1093/cvr/cvac187.","Khan MS","Cardiovasc Res","2023","2022/12/20","","","10.1093/cvr/cvac187"
"37685918","The Role of Galectin-3 in Heart Failure-The Diagnostic, Prognostic and Therapeutic Potential-Where Do We Stand?","Zaborska B, Sikora-Frąc M, Smarż K, Pilichowska-Paszkiet E, Budaj A, Sitkiewicz D, Sygitowicz G.","Int J Mol Sci. 2023 Aug 23;24(17):13111. doi: 10.3390/ijms241713111.","Zaborska B","Int J Mol Sci","2023","2023/09/09","PMC10488150","","10.3390/ijms241713111"
"36512022","[Treatment of heart failure with preserved ejection fraction]","L'Official G, Lacout M, Donal E.","Rev Prat. 2022 Nov;72(9):1009-1015.","L'Official G","Rev Prat","2022","2022/12/13","","",""
"36551186","A Methodological Perspective on the Function and Assessment of Peripheral Chemoreceptors in Heart Failure: A Review of Data from Clinical Trials","Jura M, Garus M, Krakowska K, Urban S, Błaziak M, Iwanek G, Zymliński R, Biegus J, Paleczny B.","Biomolecules. 2022 Nov 26;12(12):1758. doi: 10.3390/biom12121758.","Jura M","Biomolecules","2022","2022/12/23","PMC9775522","","10.3390/biom12121758"
"35980798","The Future of Assessing Frailty in the Patient With Advanced Heart Failure: A Review of Current Literature","Leininger S, Davis Micco RN.","Crit Care Nurs Q. 2022 Oct-Dec 01;45(4):359-375. doi: 10.1097/CNQ.0000000000000428.","Leininger S","Crit Care Nurs Q","2022","2022/08/18","","","10.1097/CNQ.0000000000000428"
"37162126","Epidemiology, Pathophysiology, Diagnosis, and Therapy of Heart Failure With Preserved Ejection Fraction in Japan","Obokata M, Sorimachi H, Harada T, Kagami K, Saito Y, Ishii H.","J Card Fail. 2023 Mar;29(3):375-388. doi: 10.1016/j.cardfail.2022.09.018. Epub 2023 Mar 14.","Obokata M","J Card Fail","2023","2023/05/10","","","10.1016/j.cardfail.2022.09.018"
"36241896","Implanted haemodynamic telemonitoring devices to guide management of heart failure: a review and meta-analysis of randomised trials","Iaconelli A, Pellicori P, Caiazzo E, Rezig AOM, Bruzzese D, Maffia P, Cleland JGF.","Clin Res Cardiol. 2023 Aug;112(8):1007-1019. doi: 10.1007/s00392-022-02104-0. Epub 2022 Oct 14.","Iaconelli A","Clin Res Cardiol","2023","2022/10/14","PMC9568893","","10.1007/s00392-022-02104-0"
"36190606","Sex differences and related estrogenic effects in heart failure with preserved ejection fraction","Shuaishuai D, Jingyi L, Zhiqiang Z, Guanwei F.","Heart Fail Rev. 2023 Jul;28(4):937-948. doi: 10.1007/s10741-022-10274-2. Epub 2022 Oct 3.","Shuaishuai D","Heart Fail Rev","2023","2022/10/03","","","10.1007/s10741-022-10274-2"
"37330375","Exercise Oscillatory Ventilation Improves Heart Failure Prognostic Scores","Gama F, Rocha B, Aguiar C, Strong C, Freitas P, Brízido C, Tralhão A, Durazzo A, Mendes M.","Heart Lung Circ. 2023 Aug;32(8):949-957. doi: 10.1016/j.hlc.2023.04.291. Epub 2023 Jun 15.","Gama F","Heart Lung Circ","2023","2023/06/17","","","10.1016/j.hlc.2023.04.291"
"37011962","Heart failure with reduced ejection fraction: What's new in the 2022 guideline?","Kittleson MM.","Cleve Clin J Med. 2023 Apr 3;90(4):215-220. doi: 10.3949/ccjm.90a.22101.","Kittleson MM","Cleve Clin J Med","2023","2023/04/03","","","10.3949/ccjm.90a.22101"
"36226396","[Heart failure with preserved ejection fraction (HFpEF). What's up?]","Trokart R, Tridetti J, Melissopoulou M, Nguyen-Trung ML, Troisfontaines P, Lancellotti P.","Rev Med Liege. 2022 Oct;77(10):593-602.","Trokart R","Rev Med Liege","2022","2022/10/13","","",""
